Hospital Name,Latitude,Longitude,Hospital Network,State
Memorial Ohio Health Center,41.4201671864041,-105.8685033837357,Providence,Oklahoma
St. Nebraska Healthcare,43.35281815657659,-124.62694706029963,Ascension,Arizona
General Alaska Hospital,32.31538959834083,-118.7447695245441,Providence,Wisconsin
St. New Mexico Health Center,29.7276968795978,-71.37808166145784,CommonSpirit Health,Oklahoma
General New Hampshire Clinic,48.05582105350024,-114.33950000636354,Advocate Aurora Health,Iowa
Mercy New Hampshire Hospital,45.36574749862217,-122.91502797945121,Tenet Healthcare,Massachusetts
Community Oklahoma Hospital,27.507329563961868,-95.40395700968415,Providence,South Dakota
St. Kansas Clinic,29.48162151156758,-105.46472901178035,Providence,New York
University Connecticut Healthcare,36.33914921187754,-105.28723306155001,Tenet Healthcare,North Carolina
Regional Indiana Hospital,29.727283889601143,-86.75338523517836,Advocate Aurora Health,Alaska
Children's Georgia Healthcare,24.750739966107357,-120.23415532761716,HCA Healthcare,Iowa
Regional South Carolina Healthcare,29.60553557530845,-90.31602396945974,Mayo Clinic,Indiana
Mercy Mississippi Clinic,38.856550325089806,-98.72599053210561,CommonSpirit Health,Texas
Regional Pennsylvania Medical Center,37.58543401719296,-69.37145245238713,Dignity Health,Indiana
St. Colorado Medical Center,38.20442883389502,-82.70947365398922,Tenet Healthcare,Florida
University Delaware Health Center,27.76155514702504,-107.86027652239194,Mayo Clinic,Vermont
General Georgia Hospital,26.511366379190918,-82.45983666176676,HCA Healthcare,New Mexico
General Michigan Clinic,48.024249048366016,-93.90251280541318,HCA Healthcare,Oklahoma
Mercy New Hampshire Infirmary,29.159904550411966,-103.28196886949854,Cleveland Clinic,North Carolina
Memorial Washington Medical Center,28.38378118874052,-94.8990531864481,Providence,Utah
Community Wisconsin Clinic,36.660833897152386,-69.78568655902838,Ascension,Pennsylvania
University Montana Clinic,47.91565038521024,-87.51515155406412,HCA Healthcare,North Carolina
St. West Virginia Clinic,31.435402744501562,-112.16533166460877,Cleveland Clinic,Arkansas
University Alaska Clinic,36.75077176663359,-71.60104537228122,Cleveland Clinic,Kentucky
Mercy Alabama Infirmary,42.38138281825704,-68.93736923370207,Ascension,Nebraska
Community Nebraska Healthcare,26.990000406240586,-116.17194177227059,HCA Healthcare,California
St. Arkansas Clinic,31.71047426326135,-94.327221895143,Dignity Health,Oklahoma
Memorial New Jersey Hospital,30.50383250380994,-104.96757726206263,Tenet Healthcare,Arkansas
General Oklahoma Infirmary,44.434271789202406,-111.45482135005302,Tenet Healthcare,Mississippi
University South Dakota Infirmary,42.88043768517827,-97.8013016657994,Cleveland Clinic,Ohio
General Arkansas Health Center,33.62517736581582,-124.82672850278122,Advocate Aurora Health,Alabama
St. Alabama Health Center,35.82222378590101,-82.604379802712,Mayo Clinic,Mississippi
Children's Alabama Hospital,48.98654070282372,-89.92399499874685,Ascension,North Carolina
University West Virginia Medical Center,27.421831181534124,-122.79017739645633,HCA Healthcare,Missouri
St. Oregon Medical Center,41.43474975167019,-81.94372415974276,Trinity Health,Oregon
Regional Rhode Island Hospital,43.46002229728008,-94.95885062300094,Mayo Clinic,Ohio
St. Indiana Health Center,26.014478135434906,-123.29453002472704,Trinity Health,Utah
University Iowa Infirmary,26.35910086955244,-72.79454538812402,Mayo Clinic,New Mexico
Children's Mississippi Health Center,44.46899775933724,-121.03368853594301,Trinity Health,Iowa
Memorial New York Health Center,32.46342970170787,-70.47348111168498,Dignity Health,California
Regional Indiana Health Center,26.87640035664716,-98.7592438964323,Mayo Clinic,Georgia
Regional Montana Infirmary,25.04809688680336,-108.19296873427604,Providence,New Hampshire
University Nevada Clinic,31.4391151501893,-94.0050637374591,Providence,Illinois
General Vermont Medical Center,28.796270174018005,-95.76917175034983,Tenet Healthcare,South Carolina
Community Louisiana Clinic,37.606530240461964,-79.75818492594898,Mayo Clinic,Utah
Children's New Jersey Health Center,48.87059924968808,-75.353414026817,Providence,Oklahoma
Children's Texas Medical Center,45.98151218078668,-79.44720756953863,Mayo Clinic,Illinois
General Virginia Healthcare,26.137101572133947,-113.03652553443102,Providence,New Jersey
Community Washington Hospital,43.918709794986356,-99.64980178437725,CommonSpirit Health,Indiana
Regional Nebraska Medical Center,34.633143788059286,-80.73188997786608,Trinity Health,Indiana
General Kansas Clinic,27.034482640992135,-67.88585918185733,Tenet Healthcare,South Dakota
Regional Ohio Healthcare,37.625453150474314,-113.51192772337455,Ascension,Massachusetts
Children's Utah Healthcare,39.805071918051354,-80.187866173114,Trinity Health,Washington
University Maine Health Center,48.115854805264476,-99.34631229744977,CommonSpirit Health,Florida
Memorial Alaska Hospital,40.69102328077089,-114.4915934939152,Mayo Clinic,Iowa
General South Carolina Health Center,49.082364565415304,-84.83697611470541,Ascension,Tennessee
Children's Florida Hospital,47.16716189305035,-118.10796141488906,Dignity Health,New Hampshire
St. Tennessee Healthcare,49.215824126244996,-114.54241758321913,HCA Healthcare,Pennsylvania
Community Texas Medical Center,46.162251644012116,-115.14178876097964,Mayo Clinic,Indiana
General Arkansas Healthcare,42.01986151543883,-104.11942243962031,Ascension,Maine
University Massachusetts Medical Center,49.19602714968665,-72.04473675329604,Providence,Maine
University Nebraska Medical Center,29.99892278065163,-76.11443483565307,Advocate Aurora Health,West Virginia
St. Mississippi Hospital,40.987578809260384,-85.90141099836727,Mayo Clinic,Utah
Regional Utah Infirmary,37.13284249063925,-91.19074005788457,HCA Healthcare,New York
University Utah Medical Center,27.3316158319525,-119.88213351965359,Advocate Aurora Health,Michigan
Memorial Utah Health Center,27.046574260592863,-110.01750639149039,Tenet Healthcare,Maryland
St. Idaho Health Center,43.88754344496232,-78.70418151555333,CommonSpirit Health,Wyoming
St. North Dakota Clinic,45.26874492046107,-97.81914928051432,Advocate Aurora Health,Connecticut
Children's New Jersey Hospital,35.27166405006729,-93.54518728347587,Dignity Health,South Dakota
St. Louisiana Healthcare,25.070205726473418,-92.60240284622148,Trinity Health,North Carolina
St. New York Healthcare,31.806534698219966,-74.13142808743979,Cleveland Clinic,New York
Regional Iowa Hospital,48.582487343609415,-95.74296107778241,Trinity Health,Louisiana
St. Pennsylvania Clinic,38.78188790473844,-84.69570307803465,Trinity Health,Virginia
General Nevada Hospital,47.14397715222801,-69.01187371189235,Trinity Health,Oregon
Community New Mexico Infirmary,34.85475695997588,-107.06582768042543,Providence,Connecticut
Memorial Maine Hospital,39.220414053672506,-79.22217712767437,Ascension,Tennessee
Children's Nevada Health Center,29.637043026033336,-81.55936467841511,HCA Healthcare,Rhode Island
Regional Missouri Health Center,34.83488134446603,-117.72751942449332,Mayo Clinic,South Dakota
General Georgia Infirmary,38.588424430980666,-92.65442289766062,Cleveland Clinic,Oregon
Community Tennessee Hospital,28.18130059049891,-76.88456105787462,Mayo Clinic,Mississippi
Community Iowa Health Center,29.758133925038234,-118.26347717228111,Dignity Health,Kansas
Memorial Tennessee Hospital,34.18496367416354,-116.96422762561164,Dignity Health,Minnesota
Mercy Connecticut Clinic,41.793936509027894,-112.56939088951385,Tenet Healthcare,South Dakota
General Georgia Health Center,25.613722065576848,-122.81120968298515,HCA Healthcare,South Carolina
Children's Wisconsin Health Center,34.87263092639481,-89.14195583076923,Dignity Health,Florida
Community New Hampshire Hospital,37.02190430499821,-75.27896350601773,Cleveland Clinic,New Mexico
Mercy Idaho Clinic,35.46011609985992,-92.42234918731214,Trinity Health,Nebraska
Community Wyoming Hospital,30.20831067218798,-72.71036790955759,Ascension,New Hampshire
Memorial Wisconsin Clinic,41.601768879408965,-74.48219970422302,Dignity Health,Oregon
University Colorado Healthcare,35.5249639977583,-110.28410257737269,HCA Healthcare,Kansas
St. New York Medical Center,34.00408345137001,-113.34484326322831,HCA Healthcare,Oklahoma
General West Virginia Hospital,30.800707344170362,-102.97168817017098,Dignity Health,Rhode Island
Community New Hampshire Infirmary,36.675320083899685,-91.12801685883778,Advocate Aurora Health,Maryland
Regional Maryland Medical Center,33.123038889548724,-81.68097970166555,Dignity Health,Nevada
General Florida Clinic,46.42495521764043,-118.18513141697134,Trinity Health,Hawaii
Mercy California Hospital,47.69199095684101,-78.89469096703054,Ascension,Arkansas
Mercy West Virginia Infirmary,36.92267687652142,-102.28325463255663,HCA Healthcare,Maryland
Community Idaho Hospital,39.017749622470134,-101.30585874763358,Cleveland Clinic,Illinois
Memorial New York Health Center,32.743365864248354,-88.03651140170942,Ascension,Pennsylvania
Regional Connecticut Clinic,25.788072376994787,-121.27283761886943,Mayo Clinic,Oklahoma
University Georgia Medical Center,39.04606109299855,-116.01498182590224,Trinity Health,New York
Community Alaska Infirmary,42.41124267468366,-68.32240279193778,Ascension,Pennsylvania
Memorial Montana Clinic,38.160658084799515,-102.63528088401452,Ascension,Minnesota
Regional Rhode Island Health Center,33.63042263932674,-81.74833872734382,Providence,Maine
Memorial Colorado Medical Center,31.746740400053135,-88.5268845197896,Trinity Health,Indiana
Memorial Maine Healthcare,27.545856090228927,-101.4313329967017,Tenet Healthcare,Michigan
St. Colorado Healthcare,30.798508668554156,-107.82812308259467,Providence,New Jersey
St. Minnesota Health Center,28.80436733618672,-100.71820113667209,Dignity Health,Minnesota
Community Georgia Clinic,33.57942481456508,-76.28636152133384,Providence,Georgia
Mercy Kansas Infirmary,44.09109848818682,-108.44603163234282,Trinity Health,Oklahoma
Memorial North Carolina Health Center,32.971703124598676,-121.14039232705494,Providence,Delaware
Children's West Virginia Healthcare,26.570850313805796,-120.00960483307416,Trinity Health,Arkansas
St. North Carolina Hospital,33.55774976935986,-104.02363924166482,Dignity Health,West Virginia
Memorial North Carolina Healthcare,44.90081845455645,-90.15260121079694,Providence,Ohio
Regional Pennsylvania Medical Center,28.912142350259654,-74.4260501666125,Ascension,Montana
General Nebraska Healthcare,43.373257759263396,-95.80403690917214,Dignity Health,Vermont
St. Georgia Infirmary,46.734931399102926,-70.87452995910823,CommonSpirit Health,Utah
General Mississippi Medical Center,43.503797916592276,-84.57961088250349,Tenet Healthcare,Maryland
General Oklahoma Health Center,33.13042375636148,-85.70469708840656,Ascension,Pennsylvania
Mercy Louisiana Healthcare,43.00018215667989,-111.0178439584355,Trinity Health,Colorado
Community New Mexico Healthcare,29.3642133638343,-93.65552005388071,Dignity Health,Massachusetts
Community Nebraska Healthcare,41.51705268746624,-93.94738589054082,Providence,Kansas
General New Jersey Clinic,24.534723749170077,-94.86713741664965,Cleveland Clinic,South Carolina
Regional Oklahoma Healthcare,47.093715945157214,-87.97762643200083,Mayo Clinic,Indiana
Children's California Medical Center,41.88763030826132,-112.11057141434277,Advocate Aurora Health,Texas
St. Oklahoma Healthcare,40.74254741271516,-93.05620666454247,Providence,Pennsylvania
Mercy Kansas Hospital,38.48687910979212,-99.92141533253898,Ascension,North Carolina
St. Tennessee Medical Center,47.60201203245736,-116.66536306576513,CommonSpirit Health,South Carolina
University Colorado Clinic,48.69010592767786,-81.39685117510794,Ascension,West Virginia
St. Maine Infirmary,33.67917110486226,-73.1282625505992,Advocate Aurora Health,New Hampshire
Regional Florida Clinic,29.13239100418494,-79.15124515460639,Tenet Healthcare,Massachusetts
Regional Connecticut Healthcare,32.96694502358626,-122.52066326692653,Cleveland Clinic,Arizona
Regional California Clinic,27.78166006839277,-115.78838915592777,Advocate Aurora Health,Louisiana
Regional Georgia Clinic,30.503648979888013,-67.42239304998152,Cleveland Clinic,Maryland
General Nebraska Healthcare,46.19335326127341,-107.32235653237305,CommonSpirit Health,Montana
University Louisiana Infirmary,29.25701327714719,-118.19921757251295,Trinity Health,Alabama
Memorial Kansas Medical Center,39.492076955750264,-74.82646845598295,Dignity Health,New Jersey
Community Rhode Island Infirmary,48.96074989770227,-98.69521676399944,Providence,Alaska
General Texas Health Center,35.96705880611296,-70.48612648650283,HCA Healthcare,Iowa
University Montana Hospital,36.29175796904458,-96.93314797085701,Advocate Aurora Health,Maine
University Alabama Medical Center,47.19565643049458,-77.42076750511092,HCA Healthcare,Nevada
Community Alabama Infirmary,39.776785905919475,-102.20124118814397,Cleveland Clinic,Missouri
General Nevada Hospital,44.941076931051455,-117.3181871564027,CommonSpirit Health,Missouri
St. Vermont Medical Center,47.72097040426652,-74.24045100109507,Dignity Health,Ohio
General Montana Hospital,27.693464660724374,-99.76546446478358,HCA Healthcare,Colorado
University Maine Medical Center,31.208861625801706,-88.23977940802268,Dignity Health,Tennessee
Mercy Utah Healthcare,42.53300684703309,-111.00643944017283,Tenet Healthcare,Texas
Community West Virginia Hospital,25.52694784171515,-90.49729057935204,Mayo Clinic,Virginia
St. Nebraska Hospital,28.94301781980295,-121.85905298173367,Dignity Health,Maryland
Memorial Maryland Healthcare,42.05993416111079,-68.45866122995704,CommonSpirit Health,North Carolina
Regional Oregon Medical Center,30.130529279774848,-106.97832671172996,Trinity Health,Utah
Children's Michigan Infirmary,34.89629085403359,-67.3520898013721,Ascension,Maryland
St. Iowa Clinic,45.99823959214146,-84.79056599831176,Ascension,Indiana
Regional New Hampshire Medical Center,42.699565887092454,-86.4189652046663,Trinity Health,Minnesota
University Indiana Clinic,48.21827906916522,-118.62828171643541,CommonSpirit Health,Illinois
Community Nebraska Clinic,44.52415254666904,-101.30856798787175,CommonSpirit Health,Arizona
Regional Massachusetts Clinic,47.484202892421166,-105.64896487722962,Trinity Health,Arkansas
General Missouri Health Center,27.361167290081113,-73.67937921939745,CommonSpirit Health,Maryland
Children's Montana Infirmary,40.646774354168485,-79.00076914248157,Advocate Aurora Health,Rhode Island
Memorial Alabama Clinic,48.17178194299743,-81.77372111444151,Providence,Texas
University Michigan Healthcare,32.098255355974345,-68.65342676248073,Trinity Health,Wisconsin
Community Nebraska Medical Center,33.15043849291073,-81.69257313485363,Ascension,Virginia
Children's North Dakota Healthcare,47.599183195461606,-69.9030182775552,Ascension,Arizona
Mercy Virginia Hospital,42.028897302273336,-87.50914274664555,Providence,New Hampshire
Memorial New Jersey Clinic,44.4899300778585,-121.11141939556187,Providence,Oregon
Memorial Virginia Hospital,46.9132742535185,-105.87114641410211,Dignity Health,Wisconsin
Mercy Nebraska Infirmary,40.46549993210102,-111.80584815367061,Trinity Health,New Mexico
University Colorado Health Center,27.87150345113376,-77.72846332763129,Tenet Healthcare,Kentucky
Mercy New Hampshire Infirmary,28.46850770551901,-124.77300696059889,Ascension,Idaho
Children's Arizona Clinic,26.795632224457407,-91.36466480979723,Mayo Clinic,Louisiana
Community Illinois Hospital,28.949314880036983,-84.17677270429039,Advocate Aurora Health,Arizona
St. Illinois Hospital,29.069074907712494,-118.31139555406679,Providence,Louisiana
Mercy Nevada Health Center,48.0937861815527,-81.52289923679172,Dignity Health,Ohio
St. South Dakota Hospital,27.513098780295316,-97.16343498284657,Providence,Illinois
St. Ohio Clinic,28.78615198565282,-101.44370680537969,Dignity Health,Florida
Regional North Dakota Healthcare,47.085416772462864,-113.22225613750618,Tenet Healthcare,Illinois
University Georgia Healthcare,38.41635852021133,-95.04605105638515,Mayo Clinic,Utah
Regional Alaska Health Center,33.674822134442856,-79.36800163228722,CommonSpirit Health,Washington
Regional Kansas Health Center,43.548956848685506,-95.29893979021249,CommonSpirit Health,Washington
Memorial Virginia Healthcare,48.54972093472792,-74.28735528644572,Tenet Healthcare,Rhode Island
Regional Connecticut Hospital,44.41767533396841,-96.41198786640206,Cleveland Clinic,Ohio
General Texas Hospital,44.29629835239308,-103.78513400744632,Advocate Aurora Health,Arkansas
St. Georgia Infirmary,25.52218551461664,-118.81575020290286,Ascension,New Jersey
Children's Kentucky Medical Center,28.08440670115527,-92.09306569121023,Tenet Healthcare,New York
St. Alabama Medical Center,33.3738922390666,-105.72526962121489,Providence,Maine
General North Carolina Clinic,29.430738734374497,-101.4132728436457,HCA Healthcare,Rhode Island
Children's Michigan Infirmary,45.50207906352402,-78.49461900046975,Tenet Healthcare,Nebraska
Community North Carolina Healthcare,31.421148551992793,-84.28963507832378,Dignity Health,Kansas
University Iowa Health Center,29.19788509152162,-83.02576659144866,Providence,Alabama
Community North Carolina Hospital,24.47633738019922,-82.03776908683625,Trinity Health,Rhode Island
General North Dakota Medical Center,43.99814239094607,-117.52996876855798,HCA Healthcare,West Virginia
General Mississippi Clinic,46.718187538734,-106.38703386914617,Advocate Aurora Health,Nebraska
Children's Michigan Hospital,34.057732569935,-123.3583318632989,Tenet Healthcare,Delaware
General Ohio Healthcare,33.87729708264624,-118.0279968377461,Cleveland Clinic,Georgia
University Kentucky Health Center,25.04811412916284,-77.56776748055498,CommonSpirit Health,North Carolina
General Kentucky Clinic,42.36177763897697,-123.6637404899696,Providence,Iowa
Community New Hampshire Hospital,48.69208907145031,-74.36408703992579,Providence,South Carolina
Children's Tennessee Hospital,31.18676941699721,-80.71938670051588,Advocate Aurora Health,Ohio
Children's Louisiana Clinic,41.286316294295965,-82.06760068396878,Tenet Healthcare,New Hampshire
St. Nevada Infirmary,47.75124806517741,-124.84394522539772,Mayo Clinic,Maryland
Regional Alabama Healthcare,36.93779221836045,-77.15883889550392,Dignity Health,Maryland
Regional Nebraska Healthcare,48.06615606918612,-99.93393795492527,Providence,Wisconsin
University Ohio Clinic,39.93345856724433,-85.17644359835333,Trinity Health,Indiana
University Washington Clinic,43.91204052630355,-91.63758283404712,Mayo Clinic,Vermont
St. Missouri Infirmary,33.02078837960989,-78.72474854794284,Providence,Alaska
Memorial Nebraska Clinic,48.254542622051716,-80.97988178690989,CommonSpirit Health,Oregon
University New Hampshire Infirmary,29.55074540153145,-119.56875264978184,Trinity Health,Nevada
St. Tennessee Infirmary,33.46116176122822,-69.50002293204109,Cleveland Clinic,Wisconsin
University Washington Clinic,42.50940958273931,-103.8199329345957,Ascension,Vermont
University Montana Health Center,47.33731118375171,-103.32723095332443,Tenet Healthcare,Connecticut
Regional New Hampshire Hospital,48.71315323603847,-92.94044480833946,CommonSpirit Health,Maine
Mercy Nevada Hospital,34.0491017512452,-77.53609749729087,Providence,Mississippi
Mercy California Hospital,27.80905761112623,-68.82393344766209,Advocate Aurora Health,Virginia
Mercy Alaska Medical Center,29.86374090357038,-115.13561929422838,Ascension,Florida
University New Hampshire Hospital,37.68431459396337,-96.79453595304497,Dignity Health,Iowa
Regional Texas Hospital,34.8152071238317,-69.45837487126352,Cleveland Clinic,South Dakota
Mercy North Carolina Infirmary,49.288335917914566,-68.52754790270627,HCA Healthcare,Washington
Memorial Pennsylvania Clinic,26.409506644029328,-95.7039078701127,Trinity Health,North Dakota
St. North Carolina Medical Center,46.06010953547337,-94.81817764565336,Providence,Montana
Memorial Tennessee Hospital,41.71729575721892,-77.08136636129589,Dignity Health,Maryland
Mercy Arizona Infirmary,31.34959835915157,-121.35379962930054,Ascension,New Hampshire
St. Virginia Health Center,26.20826992993549,-95.03818177876381,Dignity Health,Montana
St. California Healthcare,27.04780659023876,-109.1042466251369,Trinity Health,Maine
Children's Hawaii Clinic,27.73917226708942,-79.54218354144456,Providence,Washington
Memorial Kansas Clinic,31.143045823120076,-90.0573381579024,Dignity Health,South Carolina
General Delaware Clinic,45.643612489574146,-67.06893995854367,Mayo Clinic,Nebraska
Regional Oregon Medical Center,30.692007883848476,-97.74539327849583,Dignity Health,Utah
Mercy Oklahoma Healthcare,29.392537593978407,-81.97861075491925,Cleveland Clinic,Arkansas
General Indiana Health Center,30.772857689921917,-104.19564300567104,Providence,Utah
St. Indiana Health Center,48.322888091421135,-106.72359202445288,HCA Healthcare,Arizona
Children's Colorado Healthcare,31.209451195477122,-68.61522665957162,Dignity Health,Maine
Children's Montana Infirmary,38.127652639121024,-80.58319268054046,Providence,Iowa
Community Rhode Island Medical Center,37.272726265379646,-94.69538712925842,Mayo Clinic,Nebraska
General Massachusetts Infirmary,25.37818284699059,-116.94118448134375,Dignity Health,New Hampshire
University Maine Medical Center,25.62213858928163,-98.54318849338053,Ascension,Georgia
General Alabama Medical Center,37.76221146426235,-80.16678030107227,Mayo Clinic,Minnesota
Mercy Oregon Healthcare,45.712036488074354,-107.48638684137302,Trinity Health,Arkansas
General North Dakota Infirmary,26.71248368724336,-110.43244871240377,Mayo Clinic,Minnesota
Memorial Minnesota Infirmary,34.455082689167654,-82.94932111723986,Mayo Clinic,Ohio
Memorial Arizona Infirmary,32.59324656604918,-82.43697920975382,HCA Healthcare,California
Mercy Connecticut Healthcare,24.62109787729529,-71.27645416152227,CommonSpirit Health,Oklahoma
Children's Washington Infirmary,37.83683510824037,-86.352529061837,Ascension,Georgia
General Tennessee Hospital,37.45761799905092,-100.49693683314544,Advocate Aurora Health,West Virginia
Children's Nebraska Infirmary,34.89656877661443,-86.775022528981,HCA Healthcare,New York
Community New Mexico Infirmary,36.78511359941638,-109.95657069093724,Trinity Health,Kansas
Children's North Carolina Medical Center,28.49520641443946,-85.09414398366417,Tenet Healthcare,Illinois
Community Maryland Health Center,30.95761430809585,-97.83076145373356,Cleveland Clinic,Alaska
Community Utah Health Center,27.447320181327168,-111.95681747848512,Cleveland Clinic,West Virginia
General North Carolina Infirmary,36.27072492558818,-92.72679831357034,Mayo Clinic,Connecticut
University New Jersey Health Center,28.14118382020013,-73.6267972477267,Tenet Healthcare,Hawaii
University Wyoming Medical Center,42.33655716241949,-72.78398698204228,HCA Healthcare,Montana
General West Virginia Infirmary,25.12159387996741,-74.92233942156187,Advocate Aurora Health,Maryland
Regional Virginia Medical Center,45.81029299349527,-96.77120767558368,Cleveland Clinic,Louisiana
General Arkansas Healthcare,41.26140330305114,-95.25058573752162,Cleveland Clinic,Iowa
Mercy Oregon Medical Center,43.79419787926423,-94.77286369985289,Cleveland Clinic,Wyoming
General Oklahoma Health Center,30.625402325044433,-120.9953200032884,Cleveland Clinic,Kansas
Community Maine Health Center,33.121991737205434,-96.10755036920311,Tenet Healthcare,Montana
Community Colorado Infirmary,48.51503740111487,-98.20065225540114,Cleveland Clinic,South Carolina
St. Nebraska Clinic,49.29971518968682,-110.62883577702354,HCA Healthcare,Montana
General Alabama Clinic,38.74725080493421,-93.86417772173495,Dignity Health,Nevada
Children's New Jersey Health Center,30.52259774158151,-78.26339845727495,Advocate Aurora Health,Arkansas
General Hawaii Healthcare,44.70765247128267,-123.46715021653486,Mayo Clinic,Missouri
Memorial Delaware Hospital,46.38706801996,-77.28283686453499,CommonSpirit Health,Maine
Community Kansas Medical Center,27.766339889572304,-69.25292145968328,Dignity Health,New Hampshire
St. West Virginia Clinic,47.44490676906383,-97.86101280272406,Cleveland Clinic,Illinois
St. Wyoming Health Center,37.62028714649629,-121.3332707863932,CommonSpirit Health,Michigan
Community South Carolina Healthcare,48.18633773285636,-80.74718597801856,Advocate Aurora Health,Maryland
Regional Alabama Healthcare,47.44847866918506,-91.75815687424873,HCA Healthcare,Massachusetts
St. Washington Healthcare,45.81535221373309,-105.55883624416046,CommonSpirit Health,Vermont
Mercy New York Hospital,28.439425688259625,-83.4908481512959,HCA Healthcare,South Carolina
Memorial New Jersey Infirmary,47.538177788916784,-71.01312869621052,Dignity Health,Arizona
St. Kentucky Infirmary,43.19297922054688,-87.27948036090697,Providence,Maryland
Children's Utah Medical Center,42.593389002047694,-101.16024453566249,Mayo Clinic,Kentucky
General West Virginia Clinic,34.64001156485536,-112.72929905397955,Advocate Aurora Health,Kansas
Children's Nevada Healthcare,44.10974317993561,-99.75624669559285,Ascension,New Mexico
Regional Rhode Island Health Center,32.224203633772724,-101.73174049475001,Providence,New Jersey
Mercy Wyoming Health Center,40.38231694733242,-117.18297782295588,Providence,West Virginia
University North Carolina Clinic,45.33153794420511,-71.61523648556968,Mayo Clinic,Nebraska
Mercy South Carolina Health Center,36.93478638905873,-108.07997934099612,HCA Healthcare,California
Children's Nebraska Hospital,46.58148145481665,-122.45138161400604,Cleveland Clinic,Kansas
University Ohio Healthcare,30.757828399856557,-110.84503397062201,Trinity Health,Georgia
Community Hawaii Healthcare,32.03207610400038,-83.95893336559314,Tenet Healthcare,South Dakota
St. Washington Healthcare,26.3159754650065,-91.35615876560806,Providence,Arizona
Mercy Maine Medical Center,44.45384078364466,-83.3986583654045,Mayo Clinic,Rhode Island
University New Hampshire Health Center,41.29719560255617,-90.17020787494677,Dignity Health,Missouri
University Alabama Medical Center,25.553318418831957,-109.15556571812994,Providence,Delaware
Community Kentucky Medical Center,44.5467067720209,-70.74478968878867,HCA Healthcare,Oregon
Community Arkansas Health Center,38.699287465846915,-96.16910452561858,Trinity Health,New Hampshire
General Iowa Health Center,38.36677137217118,-118.36646898683907,Providence,Wyoming
General Kansas Hospital,25.163247566336548,-98.22490753701865,Advocate Aurora Health,South Dakota
University Wyoming Infirmary,44.62562864056497,-107.73693594022825,Ascension,Vermont
Community Montana Healthcare,33.60842376156174,-72.08524000702008,Dignity Health,Kansas
University California Hospital,47.74427919023444,-93.5917778924044,Mayo Clinic,Missouri
University Iowa Infirmary,29.62717766684021,-71.63746072917363,Tenet Healthcare,Georgia
St. Alaska Hospital,43.664673334313896,-71.72667908056115,Providence,Ohio
Regional Oregon Medical Center,32.40189580168696,-69.02840320558224,Cleveland Clinic,North Dakota
Community Maine Health Center,25.449660349171563,-119.6201192326729,Mayo Clinic,Washington
University Oregon Infirmary,25.595179119128716,-90.92343410653464,Ascension,Arizona
Community North Carolina Healthcare,40.32958456865754,-70.77918298996323,Cleveland Clinic,Oregon
Community Missouri Infirmary,42.362843189423025,-118.22575598821325,Cleveland Clinic,Kentucky
Community Oregon Health Center,34.530759121771766,-114.74836450820531,CommonSpirit Health,Louisiana
Memorial Michigan Hospital,47.34247159570465,-76.80456566971438,Dignity Health,California
Regional California Medical Center,28.819498220919105,-104.48820032238393,Trinity Health,Maryland
St. Washington Hospital,39.299917119011056,-69.36240903187425,HCA Healthcare,Virginia
St. New York Healthcare,35.09496936476411,-122.36565148242256,CommonSpirit Health,West Virginia
Memorial North Dakota Healthcare,40.69767477512126,-101.50179117387015,Mayo Clinic,Ohio
University Minnesota Hospital,28.79370633524278,-111.30068450668666,Advocate Aurora Health,Montana
Regional Montana Health Center,35.561027348158504,-123.46648389752335,Providence,Rhode Island
Regional Delaware Infirmary,31.713027445354612,-82.38088156629374,Cleveland Clinic,New Mexico
General Colorado Medical Center,33.353919346024,-70.656731457598,Tenet Healthcare,Nevada
Regional Delaware Clinic,41.989634293228185,-119.59833904636412,Mayo Clinic,Nevada
University Alabama Infirmary,45.90905801070947,-109.24627171356734,Ascension,Oklahoma
Community Pennsylvania Health Center,33.236778846278526,-105.63430795397252,Ascension,Nevada
Children's Tennessee Medical Center,27.179453149421768,-93.94753158680285,Tenet Healthcare,Alaska
Mercy New Mexico Clinic,39.87033963179207,-97.95704785033072,HCA Healthcare,New York
Memorial Kansas Hospital,47.849733858632476,-81.74250707372245,Tenet Healthcare,New York
Regional Nebraska Infirmary,28.83780537288358,-73.58818946613412,Dignity Health,Missouri
University Oklahoma Health Center,43.19296105092009,-99.14758316210639,Advocate Aurora Health,Missouri
Memorial Texas Infirmary,42.02898116053282,-97.6368613173226,Providence,Connecticut
Children's New York Health Center,40.50182011872867,-85.84747870583337,Ascension,Nebraska
Memorial Nevada Healthcare,31.647421987769512,-86.54071425359317,Tenet Healthcare,Ohio
St. Colorado Hospital,27.974713667117953,-88.21981631354649,HCA Healthcare,North Dakota
Memorial Wyoming Hospital,41.731777876507806,-70.32908095703593,Ascension,South Dakota
Memorial Florida Medical Center,25.669779082295772,-69.56951441189648,CommonSpirit Health,Mississippi
Children's South Dakota Infirmary,41.82073762222467,-85.30158034118188,Trinity Health,New Mexico
Mercy Arizona Infirmary,47.55423965901613,-96.43991459367751,Cleveland Clinic,Massachusetts
Memorial Georgia Medical Center,40.470432270626624,-105.23552120567246,Ascension,Connecticut
St. Wyoming Medical Center,46.936889554222155,-78.96660641817402,Trinity Health,Mississippi
Children's Kentucky Medical Center,42.28894973002446,-117.86287099121738,Advocate Aurora Health,Arkansas
